音檔,來源,漢字,羅馬字,長短
ImTong/SuiSiann_2481.wav,ipad,二空一二年十二月佇台中,Jī khòng it jī nî tsa̍p-jī--gue̍h tī Tâi-tiong,3.68
ImTong/SuiSiann_2482.wav,ipad,第五十六篇、核電五段 之二  高貴的台灣人,"Tē-gōo-tsa̍p-la̍k phinn, hi̍k-tiān gōo tuānn Tsi-jī ko-kuì ê Tâi-uân-lâng",7.07
ImTong/SuiSiann_2483.wav,ipad,核廢料就囥佇蘭嶼、運去北韓， 橫直已經予in補償金，,"Hi̍k-huì-liāu tō khǹg tī Lân-sū, ūn-khì Pak-hân, Huînn-ti̍t í-king hōo in póo-siông-kim,",7.22
ImTong/SuiSiann_2484.wav,ipad,咱有俗的電通用較重要 遮的番仔、落伍國家的人， 死就準煞， 免管in的死活啦！,"Lán ū siok ê tiān thang iōng khah tiōng-iàu Tsiah-ê huan-á, lo̍k-ngóo kok-ka ê lâng, Sí tō tsún suah, Bián kuán in ê sí-ua̍h--lah!",9.35
ImTong/SuiSiann_2485.wav,ipad,之五  幸福的台灣人 台電有in的專業， 政府欲按呢做一定也有伊的道理，,"Tsi-gōo hīng-hok ê Tâi-uân-lâng Tâi-tiān ū in ê tsuan-gia̍p, Tsìng-hú beh án-ne tsò it-tīng iā ū i ê tō-lí,",9.59
ImTong/SuiSiann_2486.wav,ipad,咱毋通為反對來反對。 只要乖乖仔聽政府的話， 在伊舞、在伊變，,"Lán m̄-thang uī huán-tuì lâi huán-tuì. Tsí-iàu kuai-kuai-á thiann tsìng-hú ê uē, Tsāi i bú, tsāi i pìnn,",7.88
ImTong/SuiSiann_2487.wav,ipad,啥物攏免想，啥物攏免驚 咱一定會當做一个 幸福的台灣人,"Siánn-mih lóng bián siūnn, Siánn-mih lóng bián kiann Lán it-tīng ē-tàng tsò tsi̍t ê Hīng-hok ê Tâi-uân-lâng",7.46
ImTong/SuiSiann_2488.wav,ipad,二空一三年三月佇台中，刊佇《台文通訊罔報》第兩百二十八期,"Jī khòng it sam nî sann--gue̍h tī Tâi-tiong, khan tī “Tâi-bûn Thong-sìn Bóng-pò” tē-nn̄g-pah jī-tsa̍p-peh ki",8.78
ImTong/SuiSiann_2489.wav,ipad,第六十一篇、 Facebook （二）：安定的時代 「真媠的風景」 六十幾个人揤讚,"Tē-la̍k-tsa̍p-it phinn, Facebook (jī): An-tīng ê sî-tāi ""Tsin suí ê hong-kíng"" La̍k-tsa̍p kuí ê lâng tshi̍h tsán",9.59
ImTong/SuiSiann_2490.wav,ipad,「好食的餐廳」 一百二十幾个人揤讚 「少年查某囡仔貼相片講心情」,"""Hó tsia̍h ê tshan-thiann"" Tsi̍t-pah jī-tsa̍p kuí ê lâng tshi̍h tsán ""Siáu-liân tsa-bóo gín-á tah siòng-phìnn kóng sim-tsiânn""",8.39
ImTong/SuiSiann_2491.wav,ipad,三百六十幾个人揤讚 反對核能電廠 十二个人揤讚,Sann-pah la̍k-tsa̍p kuí ê lâng tshi̍h tsán Huán-tuì hi̍k-lîng tiān-tshiúnn Tsa̍p-jī ê lâng tshi̍h tsán,6.17
ImTong/SuiSiann_2492.wav,ipad,第六十三篇、資訊時代 往過佇國家級的實驗室才有的電腦，,"Tē-la̍k-tsa̍p-sann phinn, tsu-sìn sî-tāi Íng-kuè tī kok-ka-kip ê si̍t-giām-sik tsiah ū ê tiān-náu,",8.51
ImTong/SuiSiann_2493.wav,ipad,這陣予咱提來掠受氣的鳥仔去弄無辜的豬仔,Tsit-tsūn hōo lán the̍h-lâi lia̍h siū-khì ê tsiáu-á khì lāng bû-koo ê ti-á,3.2
ImTong/SuiSiann_2494.wav,791_用族語寫公文 蔡英文-原住民轉型正義伐大步,七百九十一篇，用族語寫公文，蔡英文， 原住民轉型正義伐大步。,"Tshit-pah káu-tsa̍p-it phinn, iōng tso̍k-gí siá kong-bûn, Tshuà Ing-bûn, guân-tsū-bîn tsuán-hîng tsìng-gī hua̍h tuā pōo.",9.74
ImTong/SuiSiann_2495.wav,791_用族語寫公文 蔡英文-原住民轉型正義伐大步,是按怎欲揀這篇： 今仔日是原住民日， 紀念原住民正名，,"Sī-án-tsuánn beh kíng tsit phinn: kin-á-ji̍t sī guân-tsū-bîn-ji̍t , kì-liām guân-tsū-bîn tsiànn-miâ,",7.49
ImTong/SuiSiann_2496.wav,791_用族語寫公文 蔡英文-原住民轉型正義伐大步,無閣用有歧視意思的稱呼。,bô koh iōng ū kî-sī ì-sù ê tshing-hoo.,3.26
ImTong/SuiSiann_2497.wav,791_用族語寫公文 蔡英文-原住民轉型正義伐大步,到今， 原住民會當用家己的母語寫公文， 確實是轉型正義閣再伐一大步。,"Kàu-tann, guân-tsū-bîn ē-tàng iōng ka-tī ê bú-gí siá kong-bûn, khak-si̍t sī tsuán-hîng tsìng-gī koh-tsài hua̍h tsi̍t tuā pōo.",8.75
ImTong/SuiSiann_2498.wav,791_用族語寫公文 蔡英文-原住民轉型正義伐大步,多元文化欲受人肯定， 語言佇公領域的呈現是真重要的開始。,"To-guân bûn-huà beh siū lâng khíng-tīng, gí-giân tī kong líng-hi̍k ê thîng-hiān sī tsin tiōng-iàu ê khai-sí.",7.94
ImTong/SuiSiann_2499.wav,791_用族語寫公文 蔡英文-原住民轉型正義伐大步,這馬是原住民族語， 向望未來客家語、臺語攏有機會。,"Tsit-má sī guân-tsū-bîn tso̍k-gí , ǹg-bāng bī-lâi Kheh-ka-gí, Tâi-gí lóng ū ki-huē.",7.1
ImTong/SuiSiann_2500.wav,791_用族語寫公文 蔡英文-原住民轉型正義伐大步,從屏東縣長潘孟安七月十八， 家己批改第一份Rukai語公文了，,"Tsîng Pîn-tong kuān-tiúnn Phuann Bīng-an tshit-gue̍h tsa̍p-peh, ka-tī phue-kái tē-it hūn Rukai gí kong-bûn liáu,",7.64
ImTong/SuiSiann_2501.wav,791_用族語寫公文 蔡英文-原住民轉型正義伐大步,十九蔡英文總統佇面冊頂面分享一份Amis （Pangcah；『阿美』）族「全族語」的公文，,"tsa̍p-káu Tshuà Ing-bûn tsóng-thóng tī bīn-tsheh tíng-bīn hun-hióng tsi̍t hūn Amis (Pangcah; ‘A-bí’) tso̍k “tsuân tso̍k-gí ” ê kong-bûn,",9.98
ImTong/SuiSiann_2502.wav,791_用族語寫公文 蔡英文-原住民轉型正義伐大步,並且表示： 「這是這个國家的第一擺，,"pīng-tshiánn piáu-sī: “Tse sī tsit ê kok-ka ê tē-it pái,",4.04
ImTong/SuiSiann_2503.wav,791_用族語寫公文 蔡英文-原住民轉型正義伐大步,嘛代表原住民族轉型正義伐出重要的頭一步。」,mā tāi-piáu guân-tsū-bîn-tso̍k tsuán-hîng tsìng-gī hua̍h tshut tiōng-iàu ê thâu tsi̍t pōo.”,6.02
ImTong/SuiSiann_2504.wav,791_用族語寫公文 蔡英文-原住民轉型正義伐大步,屏東縣政府發佈第一篇由 縣長潘孟安家己批改的Rukai族公文，,"Pîn-tong-kuān tsìng-hú huat-pòo tē-it phinn iû kuān-tiúnn Phuann Bīng-an ka-tī phue-kái ê Rukai tso̍k kong-bûn,",7.55
ImTong/SuiSiann_2505.wav,791_用族語寫公文 蔡英文-原住民轉型正義伐大步,內容是通知全戶恢復傳統名姓， 欲佇聯合收獲節活動接受褒獎。,"Luē-iông sī thong-ti tsuân-hōo khue-ho̍k thuân-thóng miâ-sènn, beh tī liân-ha̍p siu-hi̍k-tsiat ua̍h-tāng tsiap-siū po-tsióng.",9.86
ImTong/SuiSiann_2506.wav,791_用族語寫公文 蔡英文-原住民轉型正義伐大步,潘孟安也表示， 第一份族語公文結合 屏東縣推捒的恢復傳統名姓，,"Phuann Bīng-an iā piáu-sī, tē-it hūn tso̍k-gí kong-bûn kiat-ha̍p Pîn-tong-kuān tshui-sak ê khue-ho̍k thuân-thóng miâ-sènn,",8.51
ImTong/SuiSiann_2507.wav,791_用族語寫公文 蔡英文-原住民轉型正義伐大步,特別有意義。,ti̍k-pia̍t ū ì-gī.,1.52
ImTong/SuiSiann_2508.wav,791_用族語寫公文 蔡英文-原住民轉型正義伐大步,總統蔡英文嘛佇面冊分享一份對花蓮縣光復鄉公所發出來，,"Tsóng-thóng Tshuà Ing-bûn mā tī bīn-tsheh hun-hióng tsi̍t hūn uì Hua-liân-kuān Kong-ho̍k hiong-kong-sóo huat--tshut-lâi,",8.48
ImTong/SuiSiann_2509.wav,791_用族語寫公文 蔡英文-原住民轉型正義伐大步,用Amis族語寫的， 欲通知族人來領土地權利證明書的公文。,"iōng Amis tso̍k-gí siá--ê, beh thong-ti tso̍k-jîn lâi niá thóo-tē khuân-lī tsìng-bîng-su ê kong-bûn.",7.85
ImTong/SuiSiann_2510.wav,853_臺北發的早幫車,八百五十三篇，臺北發的早幫車。,"Peh-pah gōo-tsa̍p-sann phinn, Tâi-pak hua̍t--ê tsá-pang-tshia.",5
ImTong/SuiSiann_2511.wav,853_臺北發的早幫車,老高的啊， 哪會遐無閒？,"Láu-ko--ê--ah, ná ē hiah bô-îng?",2.96
ImTong/SuiSiann_2512.wav,853_臺北發的早幫車,啊都這馬畫了當咧趣味啦，,"Ah to tsit-má uē-liáu tng-leh tshù-bī--lah,",2.57
ImTong/SuiSiann_2513.wav,853_臺北發的早幫車,自我這張欲緊共趕起來。,tsū guá tsit tiunn beh kín kā kuánn--khí-lâi.,2.6
ImTong/SuiSiann_2514.wav,853_臺北發的早幫車,老高的啊， 這張遮媠， 彼張敢若鬼的。,"Láu-ko--ê--ah, tsit tiunn tsiah suí, hit tiunn kán-ná kuí--ê.",4.64
ImTong/SuiSiann_2515.wav,853_臺北發的早幫車,哎， 講起來話頭長啦， 就是這兩張像有一段真悲慘的往事。,"Aih, kóng--khí-lâi uē-thâu tn̂g--lah, tō sī tsit nn̄g tiunn siōng ū tsi̍t-tuānn tsin pi-tshám ê óng-sū.",7.4
ImTong/SuiSiann_2516.wav,853_臺北發的早幫車,三年前啊， 我有一日孤身去畫圖， 拄著一个田庄的姑娘。,"Sann nî tsîng--ah, guá ū-tsi̍t-li̍t koo-sin khì uē-tôo, tú-tio̍h tsi̍t ê tshân-tsng ê koo-niû.",6.8
ImTong/SuiSiann_2517.wav,853_臺北發的早幫車,喂喂玲玲啊！ 玲玲啊！ 行喔！,Eh eh  Lîng-lîng--ah! Lîng-lîng--ah! Kiânn--ooh!,5.21
ImTong/SuiSiann_2518.wav,853_臺北發的早幫車,喔。,Ooh.,0.47
ImTong/SuiSiann_2519.wav,853_臺北發的早幫車,來去喔！ 我欲來去做工課。,Lâi-khì--ooh! Guá beh lâi-khì tsò khang-khè.,2.69
ImTong/SuiSiann_2520.wav,853_臺北發的早幫車,好。,Hó.,0.5
ImTong/SuiSiann_2521.wav,853_臺北發的早幫車,小姐， 你遐爾媠， 毋知會i̋ng予我做moo-lé-luh袂？,"Sió-tsiá, lí hiah-nī suí, m̄ tsai ē-i̋ng hōo guá tsò moo-lé-luh--bē?",4.85
ImTong/SuiSiann_2522.wav,853_臺北發的早幫車,你號做啥物名唅？ 我叫做黃秀蘭。,Lí hō-tsò siánn-mih miâ--hannh? Guá kiò-tsò  N̂g Siù-lân .,3.62
ImTong/SuiSiann_2523.wav,853_臺北發的早幫車,Ē， 先生， 啥物叫做moo ōo moo-lé-luh？,"Ē, sian-sinn, siánn-mih kiò-tsò moo ōo moo-lé-luh?",6.71
ImTong/SuiSiann_2524.wav,853_臺北發的早幫車,你真媠啦， 按呢予我共你畫圖起來， 叫做moo-lé-luh啦。,"Lí tsin suí--lah, án-ne hōo guá kā lí uē-tôo--khí-lâi, kiò-tsò moo-lé-luh--lah.",5.21
ImTong/SuiSiann_2525.wav,853_臺北發的早幫車,敢好勢？,Kám hó-sè?,1.1
ImTong/SuiSiann_2526.wav,853_臺北發的早幫車,Eh，免客氣嘛， 你遐坐嘛。 無要緊啦。,"Eh, bián kheh-khì--mah, lí hia tsē--mah. Bô iàu-kín--lah.",4.46
ImTong/SuiSiann_2527.wav,853_臺北發的早幫車,好農村， 好景緻， 農村姑娘擔水笑嘻嘻，,"Hó lông-tshuan, hó kíng-tì, lông-tshuan koo-niû tann tsuí tshiò-hi-hi,",5.75
ImTong/SuiSiann_2528.wav,853_臺北發的早幫車,有情阿哥跤踏水車獻情意， 農村姑娘青春正當時。,"ū-tsîng a-ko kha ta̍h tsuí-tshia hiàn tsîng-ì, lông-tshuan koo-niû tshing-tshun tsiànn tng-sî.",7.52
ImTong/SuiSiann_2529.wav,853_臺北發的早幫車,好天氣， 風微微， 吹著菜青青， 農村姑娘快樂過日子，,"Hó thinn-khì, hong bî-bî, tshue-tio̍h tshài tshinn-tshinn, lông-tshuan koo-niû khuài-lo̍k kuè li̍t-tsí,",8.51
ImTong/SuiSiann_2530.wav,853_臺北發的早幫車,若有愛意請你趕緊來表示， 農村姑娘有情佮有意。,"nā ū ài-ì tshiánn lí kuánn-kín lâi piáu-sī, lông-tshuan koo-niû ū tsîng kah ū ì.",6.8
ImTong/SuiSiann_2531.wav,853_臺北發的早幫車,王哥， 來啦！ 緊eh啦！,"Ông--ko, lâi--lah! Kín--eh--lah!",3.23
ImTong/SuiSiann_2532.wav,853_臺北發的早幫車,Ha̋nn？,Ha̋nn?,0.56
ImTong/SuiSiann_2533.wav,853_臺北發的早幫車,喂喂啥物代誌啊？,Eh eh siánn-mih tāi-tsì--ah?,1.64
ImTong/SuiSiann_2534.wav,853_臺北發的早幫車,遮坐啦。,Tsia tsē--lah.,0.92
ImTong/SuiSiann_2535.wav,853_臺北發的早幫車,哼，,"Hngh,",0.59
ImTong/SuiSiann_2536.wav,853_臺北發的早幫車,王哥仔， 你看火塗仔佮秀蘭in遐爾相好， 你一个人若戇人咧， 攏無感情，,"Ông--ko--á, lí khuànn Hué-thôo--á kah Siù-lân in hiah-nī siong-hó, lí tsi̍t ê lâng ná gōng-lâng--leh, lóng bô kám-tsîng,",8.03
ImTong/SuiSiann_2537.wav,853_臺北發的早幫車,佮我坐攏坐遮開。,kah guá tsē lóng tsē tsiah khui.,2.15
ImTong/SuiSiann_2538.wav,853_臺北發的早幫車,抑無是欲坐偌倚？,Ah-bô sī beh tsē guā uá?,1.91
ImTong/SuiSiann_2539.wav,853_臺北發的早幫車,也袂曉學in按呢呢。,Iā bē-hiáu o̍h in án-ne--nih.,1.88
ImTong/SuiSiann_2540.wav,853_臺北發的早幫車,哎喲喂！,Ai-iō-uê!,1.82
ImTong/SuiSiann_2541.wav,853_臺北發的早幫車,按呢才著。,Án-ne tsiah tio̍h.,1.13
ImTong/SuiSiann_2542.wav,853_臺北發的早幫車,歹看甲！ 我會驚。,Pháinn-khuànn kah! Guá ē kiann.,2.15
ImTong/SuiSiann_2543.wav,853_臺北發的早幫車,歹看甲！,Pháinn-khuànn kah!,1.13
ImTong/SuiSiann_2544.wav,853_臺北發的早幫車,你驚啥貨啦？,Lí kiann siánn-huè--lah?,1.43
ImTong/SuiSiann_2545.wav,853_臺北發的早幫車,免驚啦。,Bián kiann--lah.,1.22
ImTong/SuiSiann_2546.wav,853_臺北發的早幫車,阿母， 藥仔好矣。,"A-bú, io̍h-á hó--ah.",1.7
ImTong/SuiSiann_2547.wav,853_臺北發的早幫車,下咧予較冷一下。,Hē leh hōo khah líng--tsi̍t-ē.,1.67
ImTong/SuiSiann_2548.wav,853_臺北發的早幫車,喔，,"Ooh,",0.53
ImTong/SuiSiann_2549.wav,853_臺北發的早幫車,阿財姆仔！ 喔， ua̋， 母囝免做， 閣有彼个閒的時間坐佇遮咧開講啊，,"A-tsâi  ḿ--á! Ooh, ua̋, bú-kiánn bián tsò, koh ū hit ê îng ê sî-kan tsē tī tsia leh khai-káng--ah,",9.11
ImTong/SuiSiann_2550.wav,853_臺北發的早幫車,真好、真好。,"tsin hó, tsin hó.",1.28
ImTong/SuiSiann_2551.wav,853_臺北發的早幫車,阿昌兄遐坐。,A-tshiong  hiann hia tsē.,1.58
ImTong/SuiSiann_2552.wav,853_臺北發的早幫車,Mh，,"Mh,",0.5
ImTong/SuiSiann_2553.wav,853_臺北發的早幫車,阿財姆仔， 阿財伯死去的時陣， 共我借三萬箍， 我現時真困難，,"A-tsâi  ḿ--á, A-tsâi  peh sí--khì ê sî-tsūn, kā guá tsioh sann-bān khoo, guá hiān-sî tsin khùn-lân,",7.7
ImTong/SuiSiann_2554.wav,853_臺北發的早幫車,你嘛卸寡通好還我。,lí mā sià kuá thang-hó hîng--guá.,2.18
ImTong/SuiSiann_2555.wav,853_臺北發的早幫車,從阮老翁死了後， 也無人通好鬥趁錢， 阿昌兄， 閣予我寬限一下好毋？,"Tsîng gún lāu-ang sí liáu-āu, iā bô lâng thang-hó tàu thàn-tsînn, A-tshiong  hiann, koh hōo guá khuan-ān--tsi̍t-ē hó--m̄?",7.91
ImTong/SuiSiann_2556.wav,853_臺北發的早幫車,予你欠遐爾久矣， 猶閣直直限！,"Hōo lí khiàm hiah-nī kú--ah, iáu-koh ti̍t-ti̍t ān!",3.29
ImTong/SuiSiann_2557.wav,853_臺北發的早幫車,我知影你對阮真好， 只是不得已的， 乎， 拜託咧。,"Guá tsai-iánn lí tuì gún tsin hó, tsí-sī put-tik-í--ê, honnh, pài-thok--leh.",5.72
ImTong/SuiSiann_2558.wav,853_臺北發的早幫車,免閣辯， 限甲年底， 你錢就還我啦！,"Bián koh piān, hān kah nî-té, lí tsînn tō hîng--guá--lah!",4.34
ImTong/SuiSiann_2559.wav,853_臺北發的早幫車,免閣辯， 限甲年底， 你錢就還我啦！,"Bián koh piān, hān kah nî-té, lí tsînn tō hâinn--guá--lah!",4.46
ImTong/SuiSiann_2560.wav,853_臺北發的早幫車,這項代誌你哪會毋捌對我提起？,Tsit hāng tāi-tsì lí ná ē m̄ bat tuì guá thê-khí?,3.14
ImTong/SuiSiann_2561.wav,853_臺北發的早幫車,阿母是毋甘加添你的煩惱， 驚你無心情通做工課。,"A-bú sī m̄-kam ka-thiam lí ê huân-ló, kiann lí bô sim-tsiânn thang tsò khang-khuè.",5.39
ImTong/SuiSiann_2562.wav,853_臺北發的早幫車,阿母， 我一定欲想辦法還伊， 毋通予阿母你煩惱。,"A-bú, guá it-tīng beh siūnn pān-huat hîng--i, m̄-thang hōo a-bú lí huân-ló.",4.52
ImTong/SuiSiann_2563.wav,853_臺北發的早幫車,心肝。,Sim-kuann.,1.16
ImTong/SuiSiann_2564.wav,853_臺北發的早幫車,有代誌。,Ū tāi-tsì.,1.04
ImTong/SuiSiann_2565.wav,853_臺北發的早幫車,啥物代誌咧？,Siánn-mih tāi-tsì--leh?,1.4
ImTong/SuiSiann_2566.wav,853_臺北發的早幫車,阮老爸死的時陣， 欠阿昌兄一寡錢， 阮老母攏毋捌對我講， 伊今仔日欲來共阮討錢。,"Gún lāu-pē sí ê sî-tsūn, khiàm A-tshiong hiann tsi̍t-kuá tsînn, gún lāu-bú lóng m̄ bat tuì guá kóng, i kin-á-ji̍t beh lâi kā gún thó-tsînn.",9.92
ImTong/SuiSiann_2567.wav,853_臺北發的早幫車,這簡單嘛， 等菜若收成， 才來賣還伊。,"Tse kán-tan--mah, tán tshài nā siu-sîng, tsiah lâi bē hâinn--i.",4.52
ImTong/SuiSiann_2568.wav,853_臺北發的早幫車,喂， 菜哪會當賣遐爾濟錢？,"Eh, tshài ná ē-tàng bē hiah-nī tsē tsînn?",2.75
ImTong/SuiSiann_2569.wav,853_臺北發的早幫車,這到底是欠人偌濟錢啊？,Tse tàu-té sī khiàm lâng guā-tsuē tsînn--ah?,2.51
ImTong/SuiSiann_2570.wav,853_臺北發的早幫車,三萬箍。,Sann-bān khoo.,1.28
ImTong/SuiSiann_2571.wav,853_臺北發的早幫車,Ha̋nn？ 遐濟錢？,Ha̋nn? Hiah tsē tsînn?,2.12
ImTong/SuiSiann_2572.wav,853_臺北發的早幫車,一時哪有法度通還啦？,It-sî ná ū huat-tōo thang hîng--lah?,2.27
ImTong/SuiSiann_2573.wav,853_臺北發的早幫車,啊！雪娥！ 雪娥！,Ah! Suat-ngôo ! Suat-ngôo !,2.3
ImTong/SuiSiann_2574.wav,853_臺北發的早幫車,你啥物時陣轉來的？,Lí siánn-mih sî-tsūn tńg--lâi--ê?,1.61
ImTong/SuiSiann_2575.wav,853_臺北發的早幫車,我轉來兩、三工a， 這陣欲閣來去臺北。,"Guá tńg-lâi nn̄g, sann kang a, tsit-tsūn beh koh lâi-khì Tâi-pak .",3.98
ImTong/SuiSiann_2576.wav,853_臺北發的早幫車,喔， 臺北遐爾好趁食， 無偌久你就變甲遮爾媠矣， 你是咧食啥物頭路？,"Ooh, Tâi-pak hiah-nī hó thàn-tsia̍h, bô-luā-kú lí tō piàn kah tsiah-nī suí--ah, lí sī leh tsia̍h siánn-mih thâu-lōo?",7.94
ImTong/SuiSiann_2577.wav,853_臺北發的早幫車,Ē， 我咧做店員。,"Ē, guá leh tsò tiàm-uân.",1.94
ImTong/SuiSiann_2578.wav,853_臺北發的早幫車,Oő，做店員？,"Oő, tsò tiàm-uân?",2.09
ImTong/SuiSiann_2579.wav,853_臺北發的早幫車,喔， 穿甲遮爾媠， 你嘛共我允看覓咧。,"Ooh, tshīng kah tsiah-nī suí, lí mā kā guá ín khuànn-māi--leh.",3.77
ImTong/SuiSiann_2580.wav,853_臺北發的早幫車,你猶是蹛咧庄跤較實在。,Lí iáu-sī tuà leh tsng-kha khah si̍t-tsāi.,2.57
ImTong/SuiSiann_2581.wav,853_臺北發的早幫車,毋過厝裡有人逼欲討錢， 我真希望你踮臺北共我揣一項頭路， 也通趁錢還人。,"M̄-koh tshù--lí ū lâng pik beh thó-tsînn, guá tsin hi-bāng lí tiàm Tâi-pak kā guá tshuē tsi̍t hāng thâu-lōo, iā thang thàn-tsînn hîng--lâng.",8.6
ImTong/SuiSiann_2582.wav,853_臺北發的早幫車,都市是真混雜， 我看你猶是著閣考慮看覓咧。,"Too-tshī sī tsin hūn-tsa̍p, guá khuànn lí iáu-sī tio̍h koh khó-lū khuànn-māi--leh.",5.33
ImTong/SuiSiann_2583.wav,853_臺北發的早幫車,喂， 我早就考慮ā， 我拜託你共我鬥相共一下啦。,"Eh, guá tsá tō khó-lū ā, guá pài-thok lí kā guá tàu-sann-kāng--tsi̍t-ē--lah.",4.85
ImTong/SuiSiann_2584.wav,853_臺北發的早幫車,好啦， 我la̋i臺北共你問看有無，,"Hó--lah, guá la̋i Tâi-pak kā lí mn̄g khuànn ū--bô,",3.44
ImTong/SuiSiann_2585.wav,853_臺北發的早幫車,若有我才寫批予你。,nā ū guá tsiah siá phue hōo--lí.,2
ImTong/SuiSiann_2586.wav,853_臺北發的早幫車,好、好、好。 喔，我車幫到矣， 無，我欲來去。,"Hó, hó, hó. Ooh, guá tshia-pang kàu--ah, bô, guá beh lâi-khì.",4.31
ImTong/SuiSiann_2587.wav,853_臺北發的早幫車,無，才拜託你乎。,"Bô, tsiah pài-thok--lí--honnh.",1.64
ImTong/SuiSiann_2588.wav,853_臺北發的早幫車,好。,Hó.,0.5
ImTong/SuiSiann_2589.wav,853_臺北發的早幫車,去臺北？,Khì Tâi-pak?,0.92
ImTong/SuiSiann_2590.wav,853_臺北發的早幫車,Mh！,Mh!,0.41
ImTong/SuiSiann_2591.wav,853_臺北發的早幫車,阿母真袂放心。,A-bú tsin bē hòng-sim.,1.67
ImTong/SuiSiann_2592.wav,853_臺北發的早幫車,阿母， 我也毋是三歲囡仔， 哪會袂放心？,"A-bú, guá iā m̄ sī sann huè gín-á, ná ē bē hòng-sim?",4.4
ImTong/SuiSiann_2593.wav,853_臺北發的早幫車,臺北五花十色， 你著閣想看覓咧。,"Tâi-pak gōo-hue-tsa̍p-sik, lí tio̍h koh siūnn khuànn-māi--leh.",3.74
ImTong/SuiSiann_2594.wav,853_臺北發的早幫車,我想欲la̋i臺北， 為著這項代誌， 時常咧煩惱。,"Guá siūnn-beh la̋i Tâi-pak , uī-tio̍h tsit hāng tāi-tsì, sî-siông leh huân-ló.",4.61
ImTong/SuiSiann_2595.wav,853_臺北發的早幫車,秀蘭， 你有這款的孝心， 阿母真歡喜。,"Siù-lân , lí ū tsit khuán ê hàu-sim, a-bú tsin huann-hí.",4.31
ImTong/SuiSiann_2596.wav,853_臺北發的早幫車,無，我失禮。,"Bô, guá sit-lé.",1.22
ImTong/SuiSiann_2597.wav,853_臺北發的早幫車,李經理， 無閒煞攏袂記得， 我想欲拜託你一項代誌。,"Lí king-lí, bô-îng suah lóng bē-kì--tsit, guá siūnn-beh pài-thok lí tsi̍t hāng tāi-tsì.",5.48
ImTong/SuiSiann_2598.wav,853_臺北發的早幫車,啥物代誌？,Siánn-mih tāi-tsì?,1.1
ImTong/SuiSiann_2599.wav,853_臺北發的早幫車,你人面遐闊， 嘛共阮女朋友揣看有一項頭路無？,"Lí lâng-bīn hiah khuah, mā kā gún lú-pîng-iú tshuē khuànn ū tsi̍t hāng thâu-lōo--bô?",4.64
ImTong/SuiSiann_2600.wav,853_臺北發的早幫車,Oő？ 媠抑䆀ā？,Oő? Suí a̍h bái ā?,2.51
