彼號嘿,hit-lō--heh
草堆頂,tsháu-tui-tíng
眠夢,bîn-bāng
兒童,jî-tông
宗教,tsong-kàu
懷恩,huâi-un
街路,kue-lōo
兇兇,hiong-hiong
走竄,tsáu-tshuàn
落雪,lo̍h-seh
拄仔,tú-á
tsînn,tsînn
溡溡,tshî-tshî
著觸,tio̍h-tak
謙遜,khiam-sùn
溫柔,un-jiû
bāi伊,bāi--i
iáukú,iáu-kú
路尾,lōo-bé
看見,khuànn-kìnn
不止,put-tsí
款式,khuán-sit
雜錄,tsa̍p-lio̍k
秀麗,siù-lē
雄壯,hiông-tsòng
蒼翠,tshong-tshuì
醒目,tshénn-ba̍k
青lingling,tshenn-ling-ling
山尖,suann-tsiam
滾,kún
坐船,tsē-tsûn
的確,tik-khak
近近,kīn-kīn
不論,put-lūn
樹木,tshiū-ba̍k
青翠,tshenn-tshuì
豔盛,iām-sīng
奇巧,kî-khá
尾蝶,bué-ia̍h
好聲,hó-siann
蟲豸,thâng-thuā
宛然,uán-jiân
一霎仔久,tsi̍t-tiap-á-kú
東洋,tang-iûnn
景,kíng
將來,tsiong-lâi
用心,īng-sim
大大,tuā-tuā
整頓,tsíng-tùn
集倚,tsi̍p-uá
享福,hióng-hok
安樂,an-lo̍k
管見,kuán-kiàn
培火,puê-hué
論,lūn
白話字,pe̍h-uē-jī
較贏,khah-iânn
中國字,tiong-kok-jī
kuē,kuē
逐字,ta̍k-jī
淺學,tshián-ha̍k
袂曉得,buē-hiáu-tit
有時,ū-sî
常,siông
土字,thóo-jī
kué說,kué-seh
博學,phok-ha̍k
字眼,jī-gán
值著,ta̍t-tio̍h
逐句,ta̍k-kù
會曉得,uē-hiáu-tit
一盡,it-tsīn
致,tì
漢章,hàn-tsiong
愚戇,gû-gōng
孔子字,khóng-tsú-jī
相比,sann-pí
久久,kú-kú
縛teh又,pa̍k--teh
閣合,iū-koh
男,tī
婦,lâm
貧,iù
賤富,pîn-tsiān
貴逐,hù-kuì
等的,ta̍k-tíng
呢kiá,án-ni
m,kiám
茂清,bōo-tshing
滿州,buán-tsiu
símmi̍h,sím-mi̍h
華太島,huâ-thài-tó
西爿岸,sai-pîng-huānn
芝加溝,tsi-ka-kau
俄,ngôo
相刣,sio-thâi
死的,sí--ê
百三,pah-sann
死傷,sí-siong
軍裝,kun-tsong
議論,gī-lūn
城ni̍h,siânn--ni̍h
擾亂,jiáu-luān
較大面,khah-tuā-bīn
濫糝,lām-sám
拔,pui̍h
刣,thâi
參詳,tsham-siâng
毋准,m̄-tsún
槌仔,thuî-á
西國,se-kok
樣,iūnn
上等,siōng-tíng
戰艦,tsiàn-lām
三立,sam-li̍p
忽然,hut-jiân
發火,huat-hué
佐世保,tsò-sè-pó
港內,káng-lāi
戰船,tsiàn-tsûn
水兵,tsuí-ping
拍火,phah-hué
m̄kú,m̄-kú
火藥庫,hué-io̍h-khòo
船,tsûn
黏牢,liâm-tiâu
海底,hái-té
兵,ping
身屍的,sin-si--ê
臺南,tâi-lâm
府城,hú-siânn
教會報,kàu-huē-pò
編輯室,pian-tsi̍p-sik
心肝鼓,sim-kuann-kóo
噗噗惝,pho̍k-pho̍k-tshíng
發烘,huat-hōng
紅紅,âng-âng
hāitsāi我,hāi-tsāi
時雖,tsi̍t-sî
然是,sui-jiân
勢m̄k,pháinn-sè
ú一,m̄-kú
見對,it-kiàn
女,ê
性若,lú-sìng
準佇,ná-tsún
sí,tī
mmi̍h,sím-mi̍h
宛如,uán-jû
相捌,sann-bat
隔,keh
接著,tsiap-tio̍h
回批,huê-phue
著急,tio̍h-kip
mńgpoo,mńg-poo
放課,pàng-khò
郵差,iû-tshai
批囊,phue-lông
寄的,kià--ê
直覺,ti̍t-kak
妙,biāu
接來,tsiap--lâi
肅靜,siok-tsīng
果然,kó-jiân
仁聲,jîn-sing
越頭過來,ua̍t-thâu--kuè-lâi
天真,thian-tsin
燈塔,ting-thah
討海,thó-hái
靠岸,khò-huānn
漁港,hî-káng
奉獻,hōng-hiàn
迷失,bê-sit
烏烏暗暗,oo-oo-àm-àm
鼓勵過,kóo-lē--kuè
寫矣,siá--ah
小雞籠仔,sió-ke-lang-á
題目,tê-bo̍k
九月,káu--gue̍h
溪水,khe-tsuí
漲,tiùnn
做大水,tsò-tuā-tsuí
淹,im
眠床頂,bîn-tshn̂g-tíng
厝nih,tshù--nih
淹過,im-kuè
大亂咧,tuā-luān--leh
鴨仔,ah-á
趕去,kuánn-khì
眠床頂無打緊,bîn-tshn̂g-tíng--bô-tánn-kín
田螺,tshân-lê
水蛇,tsuí-tsuâ
趖入來,sô--ji̍p-lâi
姊妹,tsí-muē
仝心,kāng-sim
合力,ha̍p-li̍k
抵抗,té-khòng
共匪仔,kiōng-huí-á
幕,bōo
結尾,kiat-bué
精彩,tsing-tshái
平仔,pînn-á
盧,lôo
誕春,tàn-tshun
